116, -117.7555577165356
201, -18.301615629837553
201, -17.53773756848338
64, -111.239426493106
88, -97.82981003600608
201, -10.936077154737173
74, -103.44544886265363
201, -9.616816485006778
60, -120.39914842067658
92, -123.5227688172267
67, -98.82623923629833
59, -114.89609114998103
96, -120.22624579350008
201, -10.364724284713462
59, -101.44205676915041
90, -114.07911810626504
60, -107.09766820806409
130, -99.6046265023715
201, -4.386065061920836
201, -8.310975997336412
114, -126.62016016071868
97, -102.34798066016742
201, -4.296841604282251
201, -14.564166603529623
64, -114.24525076944403
87, -119.5655281552157
115, -123.50356232154391
52, -113.45346226822979
51, -111.65041450581451
83, -99.28434487266114
52, -114.227325996954
201, -10.513398957781714
78, -113.5191376725636
201, -9.338601832905368
68, -114.25162962622093
51, -110.11613493284231
67, -97.5800313439957
103, -101.89574232518073
56, -111.51608596171936
201, -16.211224241268727
50, -109.47060712642326
73, -103.66340746470748
63, -116.41250989662814
107, -122.20643090814767
133, -126.07564935405054
56, -110.6554071940579
92, -119.58110031150447
59, -115.19134502270487
119, -120.50816531646127
69, -101.98364076892224
